domain,company_name,segment,confidence,reasoning
influencewala.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states 'Influencer Marketing 95 %' as its core focus, helps businesses with influencer marketing strategies, and connects influencers with brand deals. This clearly indicates an influencer-first agency model."
agenciagfm.com.br,,IM_FIRST_AGENCIES,0.9,"The company explicitly identifies as an 'Assessoria em Marketing de Influência' and 'Assessoria UGC para Empresas,' specializing in implementing and evaluating strategies with creators for e-commerce, indicating influencer campaigns are their primary business."
aisoll.com,,IM_FIRST_AGENCIES,0.9,"Aisoll is an agency focused entirely on data-driven influencer marketing campaigns for B2B, AI, and SaaS brands, providing services like creator matching and campaign execution across various social platforms."
rizzo.media,Rizzo Media,IM_FIRST_AGENCIES,0.9,"The company identifies as a 'digital marketing agency leading the creator economy' with a strong focus on influencer partnerships, UGC, and building a 'creator network' for brands."
refreshafrika.com,,IM_FIRST_AGENCIES,0.9,"The company is a 'brand management and cultural strategy firm' that explicitly lists 'Influencer Campaigns' as a core service, focusing on designing and managing end-to-end campaigns, connecting brands with creators, and building the creator economy."
evorramedia.com,,IM_FIRST_AGENCIES,0.9,Evorra Media explicitly identifies itself as a 'Talent and Influencer Marketing Agency' and its services are entirely focused on talent management and influencer-led campaigns for brands.
tersipumalu.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is a 'KOL Specialist Agency' and its services and case studies are entirely focused on managing and executing influencer/creator campaigns for brands, including micro-ambassador programs and affiliate-driven activations."
brightloop.click,,IM_FIRST_AGENCIES,0.9,"The company's core business is explicitly stated as 'Connecting Creators With Global Brands' and 'Helping creators grow with top-tier brands,' indicating a focus on influencer talent management and campaigns."
grassive.ca,,IM_FIRST_AGENCIES,0.9,"The company explicitly states 'INFLUENCER Marketing' as its core business and describes services for connecting brands with influencers and managing campaigns, indicating an influencer-first agency model."
afmagency.net,AFM Agency,IM_FIRST_AGENCIES,0.9,"The website explicitly identifies itself as a 'Top Creator Marketing Agency' and 'US NO.1 TikTok Creator Agency,' clearly indicating that influencer/creator marketing is its primary service."
theintermentalist.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is 'South India's top influencer marketing agency' and details its extensive network of content creators and influencers, indicating that creator campaigns are its primary business."
influence-space.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is a 'full-service influencer marketing agency' and its entire offering revolves around managing end-to-end influencer campaigns, including strategy, discovery, execution, and performance tracking. While they use a proprietary tool, their core business is providing agency services, not a SaaS platform."
kidding.at,,IM_FIRST_AGENCIES,0.9,"Kidding is an agency that connects brands with athletes and creators in the motorcycling niche, focusing on strategic partnerships, content, and talent management. Their core business is influencer/creator campaigns and talent representation."
seamgmnt.com,,IM_FIRST_AGENCIES,0.9,"The company is a 'Socially Engaged Agency' offering 360° talent management for social media creators, focusing on connecting them with brands for campaigns and partnerships. Its website is entirely dedicated to showcasing its managed creators and their successes."
socialcurrencyagency.com,,IM_FIRST_AGENCIES,0.9,"The company is an agency explicitly focused on providing marketing, PR, and visibility services for 'artists and creators,' indicating a primary business centered around creator talent and campaigns."
blazerocketmedia.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly identifies itself as an 'Influencer Marketing Agency' focused on 'Creator Campaigns That Convert,' which directly aligns with the IM_FIRST_AGENCIES segment."
equinoxmg.com,Equinox Management Group LLP,IM_FIRST_AGENCIES,0.9,"Equinox Management Group is a management firm representing 'next generation talent' and operating as 'pioneers of the creator economy,' which directly aligns with the definition of creator talent management under IM_FIRST_AGENCIES."
wearelevelup.eu,,IM_FIRST_AGENCIES,0.9,"The company offers talent management, strategic coaching, content production, and community support specifically for social media creators on platforms like YouTube, Instagram, and TikTok, fitting the description of a creator talent management agency."
profitymedia.com,,IM_FIRST_AGENCIES,0.9,"This company is an iGaming marketing agency with a laser focus on influencer marketing, specializing in finding, vetting, and managing creators for performance-driven campaigns to acquire players for betting operators."
greenwoodagency.org,GREENWOOD MCN,IM_FIRST_AGENCIES,0.9,"The company identifies itself as a 'TikTok Agency,' strongly indicating that influencer/creator marketing is its primary service, fitting the IM_FIRST_AGENCIES segment."
amplfloo.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is an 'Influencer Marketing Agency' providing fully managed solutions to connect brands with creators, with a 100% niche focus on tech/AI. Their services include creator matching, negotiation, and campaign management, which are core agency functions."
influexa.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is a 'Trusted Partner for Influencer Marketing in India,' indicating its core business is providing influencer marketing services as an agency."
museagency.ch,MUSE MEDIA,IM_FIRST_AGENCIES,0.9,"The company explicitly identifies as a 'Viral Social Media Marketing Agency' and its entire service offering is centered around influencer marketing strategies, viral content creation, and brand ambassador programs for corporate brands."
pineroll.com,,IM_FIRST_AGENCIES,0.9,"Pineroll is a TikTok performance agency specializing in creator sourcing, management, media buying, and operating TikTok Shop and Live campaigns for brands, making influencer/creator campaigns their primary business."
theviralice.com,,IM_FIRST_AGENCIES,0.9,"The company is an agency focused on creating viral experiences and amplifying impact for brands through influencer collaborations, ambassadorships, and UGC, explicitly mentioning leveraging influencers for visibility, engagement, and conversions, including performance-based affiliate agreements."
pincfluence.com,People's Inc. Influence,IM_FIRST_AGENCIES,0.9,"The website text explicitly states 'Content Creator-Influencer Marketing,' indicating their core business is focused entirely on influencer campaigns and talent, aligning with an influencer-first agency model."
valeriainc.com,VALERIA INC.,IM_FIRST_AGENCIES,0.9,"Valeria Inc. is an agency that specializes in multi-platform brand integration and marketing, leveraging the large audience of its founder and other creators. Their core business is creating influencer-led campaigns and brand partnerships for brands."
gravity-media.net,,IM_FIRST_AGENCIES,0.9,"Gravity Media explicitly states its vision is to be a 'leading influencer marketing agency' in the MENA region, building partnerships with hundreds of influencers and running campaigns for brands like TikTok Shop and Temu. Their team roles are also heavily focused on managing content creators and influencers."
elevateagency.com,Elevate Agency,IM_FIRST_AGENCIES,0.9,"Elevate Agency is a management and marketing agency that represents digital creators, talents, and athletes, focusing on leveraging their influence for brand growth and visibility, which aligns with an influencer-first agency model."
navsocial.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it navigates the 'social and influencer marketing industry,' focusing entirely on 'Creator Partnerships,' 'Influencer Marketing,' and 'Branded Content' for both creators and brands, indicating an influencer-first agency model."
milanmedia.co,Milan Media,IM_FIRST_AGENCIES,0.9,"The company explicitly states a 'Creator-centric Approach' and offers 'Creator Brand Talent Management,' focusing entirely on bridging the gap between creators and brands for campaigns and partnerships."
beyondbordershq.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is an 'Influencer Marketing Agency' and its entire website content focuses on connecting brands with influencers, campaign strategy, and management services."
seekmedia.io,Seekmedia Agency,IM_FIRST_AGENCIES,0.9,"The website explicitly states 'marketing de influência' and focuses on connecting brands with influencers, indicating a core business as an influencer-first agency."
thirsty-hungry.com,,IM_FIRST_AGENCIES,0.9,"The company describes itself as a 'dynamic agency concept' focused on the 'creator industry' and 'holistic talent management,' clearly indicating its core business is influencer/creator-first agency work."
zagemedia.com,,IM_FIRST_AGENCIES,0.9,"Zage Media explicitly states it is an 'end-to-end talent management and influencer marketing agency' with services dedicated to both creators and brands for influencer campaigns, making it a clear influencer-first agency."
brasacreatives.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it specializes in Influencer Marketing Strategy, Creator and Campaign management, working with brands and creators to power the creator economy, making it a clear influencer-first agency."
zsuite.agency,,IM_FIRST_AGENCIES,0.85,"This is an agency specializing in Gen Z marketing, with a strong emphasis on 'Influencer Programz,' 'creator-inspired content,' and 'UGC-style content' as core offerings, indicating influencer/creator campaigns are their primary business."
settr.com,Settr,IM_FIRST_AGENCIES,0.85,"Settr specializes in influencer marketing with end-to-end execution, managing creator relationships and campaign performance for brands."
2113labs.com,,IM_FIRST_AGENCIES,0.85,"This agency specializes in social activation, content creation for platforms like Instagram (Reels), audience growth, and leveraging 'industry influencers' and 'talent' through strategies like livestreaming, indicating a primary focus on creator/influencer-centric campaigns."
recontenidos.com.ar,,IM_FIRST_AGENCIES,0.85,"The company explicitly states it connects influencers and streamers with brands for successful campaigns and offers 'viral campaigns with influencers and talents' as a core service, indicating a primary focus on influencer marketing as an agency."
hlxusa.com,HLX,IM_FIRST_AGENCIES,0.85,"HLX is a medical communications agency that specializes in identifying, mapping, and engaging Key Opinion Leaders (KOLs) and influential clinicians for biopharmaceutical marketing, which aligns with the core function of influencer marketing."
sobiomedia.com,,IM_FIRST_AGENCIES,0.85,"The company is a creative agency that explicitly lists 'INFLUENCER MARKETING' and 'TALENT MANAGEMENT' as primary services, indicating a core business focus on creator campaigns and management."
pulpkey.com,Pulpkey - The Influencer Marketing Company,IM_FIRST_AGENCIES,0.85,"Pulpkey specializes in managed influencer marketing campaigns across multiple platforms, with a strong focus on strategy, creative execution, and extensive case studies centered on influencer activations."
ramvizmedia.com,,IM_FIRST_AGENCIES,0.85,"RamViz Media is a content agency focused on video editing and thumbnail creation specifically for content creators, aiming to boost their audience growth and engagement, which aligns with supporting influencer content production."
thevisualediting.in,,IM_FIRST_AGENCIES,0.85,"The company provides expert YouTube editing and marketing services, directly supporting the growth of YouTube creators, which is a core function of an influencer-first agency."
iamvirale.com,Virale,IM_FIRST_AGENCIES,0.85,"The company states it 'creates virality on social networks organically,' indicating an agency focused on social media strategy and execution, which often involves influencer marketing. OnSocial's data would be highly relevant for their services."
thenow.agency,The Now Agency,IM_FIRST_AGENCIES,0.8,"The Now Agency is an influencer-led social media marketing firm that provides end-to-end services for brands, focusing on talent procurement, brand collaborations, and performance activations specifically for influencer campaigns."
animeta.ai,Animeta,IM_FIRST_AGENCIES,0.8,"Animeta is an Influencer Marketing Company that provides end-to-end solutions for brands, focusing on creator discovery, campaign strategy, and real-time performance tracking, indicating that influencer campaigns are their primary business."
tol-d.in,Thinking Out Loud Digital,IM_FIRST_AGENCIES,0.8,"Agency built for creators and brands, specializing in influencer marketing and talent management, with a focus on impactful creator collaborations."
influenceable.io,Influenceable,IM_FIRST_AGENCIES,0.8,"Agency specializes in high-impact influencer campaigns for films and advocacy initiatives, with a focus on connecting brands with top creators and crafting viral content."
futurecollective.jp,,IM_FIRST_AGENCIES,0.75,"The company is a creative marketing agency focused on 'Youth Culture' and 'Gen Z', strongly indicating that influencer and creator campaigns are a primary business to reach these demographics."
viralpinch.com,,IM_FIRST_AGENCIES,0.75,"The website title 'Social media influencers and campaigns' directly indicates a core business focused on managing or executing influencer marketing campaigns, which aligns with an IM-first agency."
reise.digital,REISE,IM_FIRST_AGENCIES,0.75,"The company is a digital marketing agency with a strong focus on influencer and creator collaborations, evidenced by numerous 'PR & Influence' projects in their portfolio and dedicated blog content on influencer marketing and UGC."
mindsetlab.it,Mindset LAB,IM_FIRST_AGENCIES,0.7,"The company explicitly states 'Creator Sportivi & Performance Marketing' and 'creators di contenuti sportivi,' indicating a core business focused on managing or working with sports content creators for performance-driven campaigns, aligning with an influencer-first agency."
superspa.de,,IM_FIRST_AGENCIES,0.7,"The company describes itself as a 'Social first creative tub for community centered content,' suggesting a creative agency specializing in social media content, likely involving creators or user-generated content."
saltbuzz.co,Saltbuzz,IM_FIRST_AGENCIES,0.7,"Core services include influencer marketing and commerce, with a focus on partnering with vetted creators for authentic campaigns, indicating that influencer campaigns are a primary business offering."
mondsteinmedia.com,Mondstein Media,IM_FIRST_AGENCIES,0.5,Self-identifies as influencer-first (1 signals)
vivamediacreative.com,Viva Media Creative,IM_FIRST_AGENCIES,0.5,"An influencer marketing agency specializing in managing celebrity accounts and connecting them with brands, with a primary focus on influencer campaigns."
eezycollab.com,eezycollab,IM_FIRST_AGENCIES,0.5,Services 75% influencer-related
helloverse.us,,IM_FIRST_AGENCIES,0,Failed to parse AI response: {
euka.ai,,SOCIAL_COMMERCE,0.95,"B2B AI-driven platform that helps TikTok Shop brands manage creator affiliates to drive measurable sales growth, explicitly focusing on turning creator content into revenue."
buy.social,,SOCIAL_COMMERCE,0.95,"The company explicitly states it is a 'Brand owned social commerce platform' and a 'social commerce integration' that helps brands create interactive social marketplaces, leverage UGC, and facilitate live video shopping experiences directly on their e-commerce sites."
ellomessenger.com,,SOCIAL_COMMERCE,0.9,"Ello Messenger is an AI-powered platform that enables businesses and creators to monetize content through subscription channels and masterclasses, and to 'showcase, promote and sell their products' directly within the messenger environment, fitting the definition of social commerce."
upcyclers.com,,SOCIAL_COMMERCE,0.9,"Upcyclers is a platform where users can 'Shop, Source, Sell' upcycled and secondhand items through 'Open Storefronts' and a 'Community,' which aligns with a social marketplace or creator storefront model where commerce is built on social interaction."
theflow.com,,SOCIAL_COMMERCE,0.9,"TheFlow is a creator-owned music and social media platform where artists can sell digital downloads and subscriptions directly to fans, integrating commerce within a social experience. It also mentions liveness verification and AI detection for human creativity, aligning with OnSocial's fraud detection capabilities."
enara.co,,SOCIAL_COMMERCE,0.9,"Enara explicitly positions itself as 'The Social Commerce Operating System' and provides an AI-powered platform to automate the entire social commerce journey for brands and creators, including creator matching, content optimization, and fulfillment for platforms like TikTok Shop."
bazla.co,,SOCIAL_COMMERCE,0.9,"Bazla is a platform designed for creators to build their own storefronts, sell products directly to their audience, and earn revenue share, which is a core aspect of social commerce and creator storefronts."
getvop.com,,SOCIAL_COMMERCE,0.9,"Vop offers a platform for brands to create shoppable video experiences from their social content, specifically TikTok videos, and embed them on e-commerce stores, directly enabling social commerce."
streamerce.live,,SOCIAL_COMMERCE,0.9,"Streamerce is a video shopping platform offering a 360-degree solution for shoppable content, including live shopping and TikTok-inspired video feeds, directly enabling commerce through social interaction for brands and marketplaces."
linkinbio.id,,SOCIAL_COMMERCE,0.85,"The company offers a 'link in bio' tool with integrated 'Online Store' functionality, allowing users to sell products directly from their social media profiles and collect payments. This aligns with the definition of a creator storefront and social selling platform."
wooskill.com,Wooskill,SOCIAL_COMMERCE,0.85,"Wooskill is a platform where social media creators ('skillers') sell live and on-demand masterclasses directly to consumers, explicitly leveraging their Instagram presence. This fits the definition of a creator storefront/marketplace where commerce is social by design."
rfoxvalt.com,,SOCIAL_COMMERCE,0.85,"RFOX VALT is a metaverse platform focused on a 'retail and entertainment experience' where users can 'explore, shop, connect, and thrive' in a virtual universe. This aligns with SOCIAL_COMMERCE as it's a platform where commerce is social by design, functioning as a social marketplace within a VR environment."
rfoxgames.com,,SOCIAL_COMMERCE,0.85,"The company operates a metaverse platform (RFOX VALT) where users can 'explore, shop, connect, and thrive' in a virtual universe, explicitly offering a 'retail and entertainment experience' with social interactions and user-generated content. This aligns with the definition of a social marketplace where commerce is social by design."
vybyn.com,,SOCIAL_COMMERCE,0.85,"Vybyn is a 'Music Social platform' featuring a 'Super Digital Store' designed to offer 'profitable solutions' and 'fair compensation' for creators, aligning with a social commerce model where selling is integrated into a social experience."
videomart.in,,SOCIAL_COMMERCE,0.85,"VideoMart is a video marketplace enabling creators to monetize their content by setting prices and receiving payouts, which aligns with the definition of a social marketplace or creator storefront where commerce is social by design."
ohlala.com,,SOCIAL_COMMERCE,0.85,"Ohlala is a platform where content creators monetize exclusive content and dating experiences through subscriptions and pay-to-view features, acting as a creator storefront and social marketplace where commerce is built on social interaction."
tcgfandom.com,,SOCIAL_COMMERCE,0.85,"The company operates a metaverse marketplace for digital collectibles made from influencer and content creator moments, allowing users to browse and purchase these items. This is a social marketplace where commerce is directly tied to creators and their content."
laagencia.com.ar,,SOCIAL_COMMERCE,0.85,"The company provides an AI platform that creates virtual influencers and automates social media interactions (DMs, comments) to convert conversations into sales and leads on platforms like WhatsApp and Instagram, directly enabling social commerce."
zaap.bio,,SOCIAL_COMMERCE,0,Failed to parse AI response: {
fluenceur.com,,AFFILIATE_PERFORMANCE,0.95,"Fluenceur explicitly states it is an 'AI-Powered Affiliate Marketing Platform' that helps brands recruit creators, automate tracking, and pay 'on performance only', directly aligning with the definition of an affiliate/performance marketing platform connecting advertisers with creators for conversion-based payouts."
hyzify.in,,AFFILIATE_PERFORMANCE,0.9,"The website explicitly states it is an 'Affiliate Website for Influencers & Telegrammers,' directly matching the description of an affiliate network or performance marketing platform that connects creators with offers."
anystarr.com,,AFFILIATE_PERFORMANCE,0.9,"The company explicitly states it is a 'TikTok affiliate partner' and offers a 'Creator Affiliate Program' where creators earn 'commissions' by selling products, directly aligning with the definition of an affiliate/performance marketing platform."
wishlistx.de,,AFFILIATE_PERFORMANCE,0.9,"The company provides a platform for creators to generate paid links for products from partner brands, earning money per click, which is a clear performance marketing model connecting advertisers with publishers/creators."
drim.one,DRIM,AFFILIATE_PERFORMANCE,0.9,"DRIM is a platform that connects brands with micro-influencers, explicitly stating a 'pay only for results' and 'CPA model' for generating sales and leads, which aligns with an affiliate/performance marketing network."
gocollab.ai,,AFFILIATE_PERFORMANCE,0.9,"GoCollab.ai is a platform that connects brands with influencers to manage and measure e-commerce affiliate marketing campaigns, explicitly stating its focus on 'Affiliate Marketing with Influencers' and 'managing affiliate campaigns'."
authentic-commerce.com,authentic.commerce,AFFILIATE_PERFORMANCE,0.9,"The company explicitly describes itself as an 'Affiliate Marketing' platform for 'Influencer & Content Creator' to 'Earn money with commission for every sale' by sharing 'trackinglinks' to 'partner stores', directly matching the AFFILIATE_PERFORMANCE segment."
shoplooks.com,Shoplooks,AFFILIATE_PERFORMANCE,0.9,"Shoplooks is a platform that enables creators to earn from their content by generating affiliate links for brands, explicitly mentioning 'affiliate marketing' and 'performance analytics,' which aligns with an affiliate/performance marketing network."
purch.com,,AFFILIATE_PERFORMANCE,0.85,"The company is a large media publisher that owns numerous content sites and price comparison platforms, monetizing through advertising and facilitating purchase decisions via its proprietary e-commerce platform and comparison services. This model aligns with connecting advertisers with audiences/publishers and driving conversions, which is core to affiliate/performance marketing."
bytemerica.com,Bytemerica,AFFILIATE_PERFORMANCE,0.85,"The company is a 'performance marketing agency,' indicating its core business involves conversion-based marketing, which aligns with the AFFILIATE_PERFORMANCE segment's focus on monetizing based on conversions and connecting advertisers with publishers/creators."
martechsa.com,,AFFILIATE_PERFORMANCE,0.85,"The 'Martech Dashboard' helps clients advertise using 'points, discount codes, commissions,' which are strong indicators of a performance or affiliate marketing platform that rewards partners for conversions."
joinaardvark.com,,AFFILIATE_PERFORMANCE,0.85,"Aardvark is a platform and browser extension that connects consumers with performance-based deals (discounts/offers) from creators, functioning as a referral platform for creator-driven conversions."
ssociopro.com,,AFFILIATE_PERFORMANCE,0,Failed to parse AI response: {
